985,MDKA2103_MDKA2079,MDKA2103,South,Karachi,24.9091,67.0259,MDKA2079,South,Karachi,24.9243795,67.0238796,2.79246355335168,2020-12-31 00:00:00
993,MDKA2055_KHI5207,MDKA2055,South,Karachi,24.8759,67.0137,KHI5207,South,Karachi,24.9052,67.00257,7.29165027777773,2023-06-06 00:00:00
984,MDKA2121_MDKA2080,MDKA2121,South,Karachi,24.907,67.1917,MDKA2080,South,Karachi,24.84719084,67.22895402,10.770205671541,2020-12-27 00:00:00
982,MDKA2122_MDKA2121,MDKA2122,South,Karachi,24.8862,67.1649,MDKA2121,South,Karachi,24.90706269,67.1916472,4.84197308266586,2020-12-27 00:00:00
981,MSC01_MDKA2114,MSC01,South,Karachi,24.8376,67.1122,MDKA2114,South,Karachi,24.8421803,67.16599205,15.7746087185764,2020-12-27 00:00:00
980,MSC01_MDKA2122,MSC01,South,Karachi,24.8376,67.1122,MDKA2122,South,Karachi,24.88631462,67.16478241,10.9013094268669,2020-12-27 00:00:00
1012,RWP0505_RWP0247,RWP0505,North,Rawalpindi,33.66352,73.08429,RWP0247,North,Rawalpindi,33.6535,73.08112,3.31911554348634,2023-11-07 00:00:00
1010,RWP1073_RWP1077,RWP1073,North,Rawalpindi,33.60366,73.02635,RWP1077,North,Rawalpindi,33.58006,73.02319,6.39893493020303,2024-05-20 00:00:00
1009,RWP1073_RWP1250,RWP1073,North,Rawalpindi,33.60366,73.02635,RWP1250,North,Rawalpindi,33.61768,73.04481,4.02938175259716,2024-05-20 00:00:00
1005,RWP1227_MDIB3042,RWP1227,North,Rawalpindi,33.62416,73.10764,MDIB3042,North,Rawalpindi,33.59709992,73.04660028,12.8060839839612,2020-10-26 00:00:00
1042,ISB3667_ISB3647,ISB3667,North,Islamabad,33.71007,73.05762,ISB3647,North,Islamabad,33.72419,73.08485,3.13372586047806,2020-09-23 00:00:00
1002,RWP1610_RWP1308,RWP1610,North,Rawalpindi,33.5551,73.01812,RWP1308,North,Rawalpindi,33.52628,73.04695,7.65316227531989,2024-05-25 00:00:00
1003,RWP1610_RWP1077,RWP1610,North,Rawalpindi,33.5551,73.01812,RWP1077,North,Rawalpindi,33.58006,73.02319,4.43839082698026,2024-05-25 00:00:00
1019,RWP0166_RWP1308,RWP0166,North,Rawalpindi,33.56768,73.09002,RWP1308,North,Rawalpindi,33.52628,73.04695,10.2583951777638,2024-05-17 00:00:00
1015,RWP0218_RWP0170,RWP0218,North,Rawalpindi,33.60241,73.06627,RWP0170,North,Rawalpindi,33.60999,73.05998,1.39630019994727,2024-05-14 00:00:00
1013,RWP0247_RWP0019,RWP0247,North,Rawalpindi,33.6535,73.08112,RWP0019,North,Rawalpindi,33.63863,73.07242,2.8989461849982,2023-11-07 00:00:00
1006,RWP1212_RWP1227,RWP1212,North,Rawalpindi,33.63208,73.08654,RWP1227,North,Rawalpindi,33.62416,73.10764,2.89598456172116,2021-01-06 00:00:00
998,MSC01_KHI0033,MSC01,South,Karachi,24.8376,67.1122,KHI0033,South,Karachi,24.83763889,67.11222222,14.3592569436662,2021-01-21 00:00:00
997,MDKA2103_MSC02,MDKA2103,South,Karachi,24.9091,67.0259,MSC02,South,Karachi,24.93083545,67.08740081,13.9367677945339,2020-12-25 00:00:00
1018,RWP0166_RWP1336,RWP0166,North,Rawalpindi,33.56768,73.09002,RWP1336,North,Rawalpindi,33.5581,73.06818,3.88912083554643,2024-05-17 00:00:00
1007,RWP1073_RWP4983,RWP1073,North,Rawalpindi,33.60366,73.02635,RWP4983,North,Rawalpindi,33.63692,73.03883,7.50967973718685,2024-05-20 00:00:00
1,PSH7135_PSH0198,PSH7135,North,Peshawar,34.00349,71.50181,PSH0198,North,Peshawar,34.01625,71.53758,4.71494220271386,2024-05-10 00:00:00
5,PSH0017_PSH0037,PSH0017,North,Peshawar,34.00083,71.49858,PSH0037,North,Peshawar,33.98683,71.42917,8.85903311649998,2024-04-21 00:00:00
7,PSH0037_PSH0319,PSH0037,North,Peshawar,33.98683,71.42917,PSH0319,North,Peshawar,33.97515,71.56509,16.2237297482817,2024-04-20 00:00:00
8,QTA0794_QTA5277,QTA0794,South,Quetta,30.1884,66.98118,QTA5277,South,Quetta,30.20387,66.99175,2.694758696,2023-02-14 00:00:00
9,KHI0286_KHI0177,KHI0286,South,Karachi,24.78637,67.06694,KHI0177,South,Karachi,24.80777778,67.06216667,3.77569838261289,2024-05-10 00:00:00
10,GUJ3302_HFZ4067,GUJ3302,Central A,Gujranwala,32.2052,74.1749,HFZ4067,Central A,Hafizabad,32.0753,73.6914,51.57915484,
11,KHI0286_KHI0177_2,KHI0286,South,Karachi,24.78637,67.06694,KHI0177,South,Karachi,24.80777778,67.06216667,3.77569838261289,2024-05-10 00:00:00
12,LHR0502_LHR6881,LHR0502,Central A,Lahore,31.4791,74.2552,LHR6881,Central A,Lahore,31.46144,74.2861,10.4806943158731,2023-07-16 00:00:00
13,KOR1204_KOR3709,KOR1204,North,Khor,33.21062,72.35842,KOR3709,North,Khor,33.26797,72.4544,11.41642402,2023-12-15 00:00:00
14,HLA0631_SDP5214,HLA0631,South,Hala,25.82122,68.42651,SDP5214,South,ShahdadPur,25.9277,68.6311,25.10174382,2022-06-04 00:00:00
15,LHR0502_LHR0600,LHR0502,Central A,Lahore,31.4791,74.2552,LHR0600,Central A,Lahore,31.50669,74.2795,6.20315815615675,2023-07-16 00:00:00
16,KHI0428_KHI6387,KHI0428,South,Karachi,24.92002778,66.96416667,KHI6387,South,Karachi,24.95683,66.93129,7.10169775672493,2023-05-29 00:00:00
17,CHS4124_HWY4450,CHS4124,Central A,Chishtian,29.7963,72.855,HWY4450,Central A,Highway,29.93562,73.11037,30.26251714,2023-05-12 00:00:00
18,KHI0079_KHI0446,KHI0079,South,Karachi,24.81275,67.04883333,KHI0446,South,Karachi,24.82057,67.04671,1.274436744,2023-05-24 00:00:00
19,KHI0177_KHI0025,KHI0177,South,Karachi,24.80777778,67.06216667,KHI0025,South,Karachi,24.79605556,67.05088889,1.78902267727075,2023-03-14 00:00:00
20,KHI0538_KHI0025,KHI0538,South,Karachi,24.8157,67.0217,KHI0025,South,Karachi,24.79605556,67.05088889,6.00175546967014,2022-12-28 00:00:00
21,FSD3561_ARW4109 (Logical),FSD3561,Central B,Faisalabad,31.43824,73.13995,ARW4109,Central A,Arifwala,30.2925,73.0669,256.1257775,2022-02-10 00:00:00
22,PSH3795_KHB1656,PSH3795,North,Peshawar,33.9754,71.45685,KHB1656,North,Peshawar,33.91653,71.45728,10.7732546726891,2023-08-11 00:00:00
23,MGO1037_HWY2848,MGO1037,North,Mingora,34.79778,72.34519,HWY2848,North,Highway,34.93733,72.46866,26.22177103,2023-04-21 00:00:00
24,HGW6476_SEH5084,HGW6476,South,Kalari,26.091216,68.091213,SEH5084,South,Sehwan,26.41283333,67.86052778,49.41820988,2021-11-08 00:00:00
25,LHR0502_LHR1344,LHR0502,Central A,Lahore,31.4791,74.2552,LHR1344,Central A,Lahore,31.45053,74.21554,6.90574895284425,2023-10-13 00:00:00
26,HWY0012_RUR9914,HWY0012,Central A,Highway,31.2733,74.0492,RUR9914,Central A,Rural,31.26098056,74.15131945,13.03288653,2022-08-16 00:00:00
